titulo,descripcion,categoria
La presión turística en España creció menos que la economía en 2025,"Madrid, 13 ene (EFE).- El sector turístico español constata que en 2025 se redujo la presión, con un...",Economia
"La Xunta rechazará en el CPFF la propuesta de reforma de financiación por ""raquítica""","El conselleiro de Facenda, Miguel Corgos, ha avanzado que la Xunta rechazará este miércoles en el...",Economia
Nueva jornada de movilizaciones de agricultores en Álava,"Vitoria, 13 ene (EFE).- La asociación de agricultores alaveses y de Treviño (Ataca) ha llevado a cab...",Economia
CaixaBank e Ilunion unen fuerzas para formar a futuros profesionales del Derecho con discapacidad,INTEGRACIÓN,Economia
Pakistán sube el precio del gas licuado de petróleo este enero,"Peshawar (Pakistán), 13 ene (EFE/EPA).- La Autoridad Reguladora de Petróleo y Gas (OGRA) de Pakistán...",Economia
"Mañueco dice que hará ""mucho más allá"" de lo que esté en su mano para ""frenar"" la nueva financiación","Ávila, 13 ene (EFE).- El presidente de la Junta de Castilla y León, Alfonso Fernández Mañueco, se ha...",Economia
"La bolsa española baja el 0,2 % a mediodía y arriesga los 17.600 puntos","Madrid, 13 ene (EFECOM).- La bolsa española pierde el 0,2 % a mediodía y arriesga los 17.600 puntos ...",Economia
Gobernadores de bancos centrales apoyan independencia de la Fed y a su presidente Powell,"Londres, 13 ene (EFE).- Un grupo de gobernadores de bancos centrales de todo el mundo mostraron este...",Economia
"Abu Dabi acoge la principal feria energética del Golfo, con visitantes de todo el mundo","Abu Dabi, 13 ene (EFE/EPA).- Personas de todo el mundo visitan la Cumbre Mundial de Energía del Futu...",Economia
Visitantes de todo el mundo asisten a la feria energética más importante del Golfo Pérsico en Abu Dabi,"Abu Dabi, 13 ene (EFE/EPA).- Personas de todo el mundo visitan la Cumbre Mundial de Energía del Futu...",Economia
Exceltur prevé un escenario de normalización en 2026 a pesar de la incertidumbre geopolítica,"El vicepresidente ejecutivo del Exceltur, Óscar PerelliExceltur, ha asegurado que se prevé un...",Economia
BBVA prevé generar 49.000 millones de capital hasta 2028 para crecer y remunerar al accionista,"El presidente de BBVA, Carlos Torres, ha adelantado que el banco prevé generar 49.000 millones de...",Economia
Los tractores ante la Asamblea Nacional francesa en una nueva protesta contra Mercosur,"París, 13 ene (EFE/EPA).- Unos 350 tractores entraron esta madrugada en París, autorizados por el Go...",Economia
Nueva subasta de Letras del Tesoro : esta es la rentabilidad a seis y doce meses,"El Tesoro Público ha captado 6.077,236 millones en la primera subasta del año de este papel",Economia
"Mueren 686 trabajadores en accidentes laborales hasta noviembre, 55 menos que en 2024",Entre las principales causas de los siniestros ocurridos entre enero y noviembre de 2025 están los infartos y derrames cerebrales o los golpes por la caída de un trabajador,Economia
Agricultores franceses se manifiestan ante la Asamblea Nacional contra el pacto UE-Mercosur,"París, 13 ene (EFE/EPA).- Unos 350 tractores entraron esta madrugada en París, autorizados por el Go...",Economia
Unos 350 tractores entran en París y se manifiestan ante la Asamblea Nacional contra el pacto UE-Mercosur,"París, 13 ene (EFE/EPA).- Unos 350 tractores entraron esta madrugada en París, autorizados por el Go...",Economia
La Justicia belga bloquea a España 482 millones por los laudos de las renovables,"La Justicia belga ha bloqueado 482 millones de euros a España, dentro de la batalla legal abierta...",Economia
El Gobierno busca el apoyo de las comunidades al nuevo modelo de financiación,"Madrid, 13 ene (EFE).- El presidente del Gobierno Pedro Sánchez ha pedido este lunes a los gobiernos...",Economia
La casa prefabricada de madera que cuesta menos que un coche de gama media: 118 metros con cinco estancias bien distribuidas,"Puede funcionar tanto como residencia principal como vivienda vacacional, ofreciendo un equilibrio entre confort, sostenibilidad y estilo",Economia
"Taiwán afirma haber alcanzado un ""consenso general"" con EE. UU. para un acuerdo comercial","Taipéi, 13 ene (EFE/EPA).- Taiwán manifestó este lunes que ha logrado un ""consenso general"" con Esta...",Economia
Mercosur advierte de que las salvaguardas para proteger agricultores «no forman parte» del acuerdo,"El pacto tiene que ser todavía ratificado por el Parlamento, donde Von der Leyen cuenta con una mayoría muy endeble",Economia
La Justicia belga retiene 482 millones a la empresa pública Enaire por los impagos de España a empresas de renovables,La firma maltesa Opera Fund instó el embargo de esos fondos ante la negativa del Gobierno a pagar la compensación de 29 millones fijada por la Corte de Arbitraje Internacional,Economia
Huelga de autobuses en Seúl,"Seúl, 13 ene (EFE/EPA).- Los trabajadores del transporte público de Seúl han iniciado una huelga gen...",Economia
Los conductores de autobús de Seúl inician una huelga general,"Seúl, 13 ene (EFE/EPA).- Los trabajadores del transporte público de Seúl han iniciado una huelga gen...",Economia
Hacienda utilizará la financiación autonómica para consolidar cesiones a Cataluña,Ofrece a la Generalitat financiar a través del sistema las transferencias de competencias acordadas en ámbitos como los Mossos o Rodalies,Economia
De Guindos califica la defensa como una «prioridad existencial» para Europa ante un EE.UU. «menos confiable»,El vicepresidente del BCE insiste en la necesidad de ganar autonomía estratégica en el Viejo Continente,Economia
"Agricultores acuerdan con Illa ""más dinero y más controles"" para paliar los efectos de Mercosur","Los agricultores catalanes han acordado este lunes con el presidente Salvador Illa ""más dinero y...",Economia
El Gobierno propone incentivos fiscales para congelar los alquileres,"Madrid, 12 ene (EFE).- El presidente del Gobierno, Pedro Sánchez, ha anunciado este lunes un real de...",Economia
Iberdrola celebra sus 125 años en 2026 con un amplio programa de actividades dirigido a toda la sociedad española,"BAJO EL LEMA «125 AÑOS LUZ», LA COMPAÑÍA ACERCARÁ SU LEGADO A LA CIUDADANÍA",Economia
El Gobierno bonificará el 100% del IRPF a los propietarios que no suban la renta y limitará el alquiler de temporada,"El presidente del Ejecutivo, Pedro Sánchez, anuncia un real decreto-ley que también regulará el precio del arrendamiento de habitaciones",Economia
Todos los expresidentes de la Fed denuncian el intento de Trump de «socavar su independencia»,"El presidente de la Reserva Federal de EE.UU., encargada de la política monetaria del país, está bajo investigación de la Fiscalía, un movimiento que atribuyen a desaveniencias con el magnate",Economia
La Bolsa española toca un nuevo máximo histórico de cierre por encima de los 17.670 puntos,"Madrid, 12 ene (EFE).- La Bolsa española ha subido este lunes un 0,14 % y ha alcanzado un nuevo máxi...",Economia
"Vox ve artificial el debate de financiación autonómica y dice que no participará del ""engaño""","Madrid, 12 ene (EFE).- El portavoz de Vox, José Antonio Fúster, ha tildado este lunes de ""artificial...",Economia
Rueda reitera el apoyo al sector primario ante el acuerdo de Mercosur y reclama medidas a la UE,"El presidente de la Xunta, Alfonso Rueda, ha trasladado que su Ejecutivo ""siempre"" apoyará al...",Economia
"Ahogados por impuestos y cotizaciones y más endeudados, el retrato del autónomo en 2026","IVA franquiciado, no pagar cuotas durante la baja por enfermedad y reducir a dos las declaraciones fiscales al año, están entre sus principales demandas, según el último barómetro de ATA",Economia
Endesa sufre un ciberataque y confirma la extracción de datos de clientes,"Los 'hackers' han tenido acceso a datos de contacto, documentos de identidad y el IBAN de la cuenta bancaria de los clientes de luz y de gas",Economia
Rumanía prepara su red eléctrica ante el frío extremo,"Bucarest, 12 ene (EFE/EPA).- El ministro de Energía, Bogdan Ivan, declaró, tras la reunión del Coman...",Economia
El ministro de Energía rumano asegura que han solucionado el problema de suministro eléctrico de 95.000 hogares,"Bucarest, 12 ene (EFE/EPA).- El ministro de Energía, Bogdan Ivan, declaró, tras la reunión del Coman...",Economia
Fainé renueva cuatro años más al frente de la Fundación 'la Caixa',"La organización reelige como patronos, entre otros, a José María Álvarez-Pallete y Pablo Isla, y da entrada a Baldiri Ros",Economia
Van der Veken: «Hay CEOs que entrenan con un gemelo digital de su comité directivo»,"Advierte de que la inteligencia artificial puede fracturar empresas y sociedades si no se gobierna bien. Solo una minoría está capturando valor real: «El problema ya no es tecnológico, es humano»",Economia
"Festival de embarcaciones históricas conectará La Spezia, Sète y Castelló","París, 12 ene (EFE).- El festival de las tradiciones marítimas 'Escala en Sète', organizado en esa l...",Economia
Paramount demanda a Warner Bros Discovery por su acuerdo con Netflix,La compañía busca frenar la fusión y exige conocer los detalles financieros del acuerdo millonario para proteger a los accionistas,Economia
"El festival 'Escala en Sète' impulsa el intercambio cultural entre Italia, Francia y España","París, 12 ene (EFE).- El festival de las tradiciones marítimas 'Escala en Sète', organizado en esa l...",Economia
"Sumar insiste en la propuesta de ""garantizar un suelo mínimo de financiación""","Madrid, 12 ene (EFE).- La coordinadora de Movimiento Sumar, Lara Hernández, ha señalado este lunes e...",Economia
"Sánchez ""trabajará"" con Sumar el decreto de incentivos a caseros ante sus críticas","El presidente del Gobierno, Pedro Sánchez, ha afirmado este lunes que trabajará con su socio de...",Economia
"Jesús Gómez del Río, nuevo chief strategy y Fernando Martín, director general de Bupa Global LatinAmerica",NOMBRAMIENTOS EN SANITAS Y BUPA ELA,Economia
Ericsson España anuncia su intención de acometer un despido colectivo,La empresa cuenta con alrededor de 2.400 trabajadores en España en estos momentos,Economia
Podemos coincide con Sumar al reclamar un suelo mínimo de financiación autonómica,"Madrid, 12 ene (EFE).- Podemos considera insuficiente el nuevo modelo de financiación autonómica pro...",Economia
"Feijóo avisa a los catalanes de que el pacto de financiación es ""una tomadura de pelo""","Barcelona, 12 ene (EFE).- El líder del PP, Alberto Núñez Feijóo, ha avisado este lunes a los catalan...",Economia
"Amor (ATA) avisa de que una subida del SMI del 3,1 % es ""inasumible"" para los autónomos","Madrid, 12 ene (EFE).- El presidente de ATA y vicepresidente de la CEOE, Lorenzo Amor, ha advertid...",Economia
Ganaderos y agricultores protestan contra el pacto UE-Mercosur en A Coruña,"A Coruña, 12 ene (EFE).- Un grupo de ganaderos y agricultores se han concentrado este lunes frente a...",Economia
Sumar no apoyará los incentivos fiscales a los propietarios que no suban el alquiler,"Madrid, 12 ene (EFE).- El ministro de Derechos Sociales, Pablo Bustinduy, ha asegurado este lunes qu...",Economia
"El Govern sitúa frente a la nueva empresa de Rodalies al director del Metro, Òscar Playà","Barcelona, 12 ene (EFE).- El Govern ha designado a Òscar Playà, actual director de la Red de Metro d...",Economia
"Puente dice que la nueva Rodalies abre una nueva etapa ""para ofrecer un mejor servicio""","El ministro de Transportes y Movilidad Sostenible, Óscar Puente, ha asegurado que la creación de...",Economia
"Illa señala que Rodalies de Catalunya ""no es un cambio de nombre, es un cambio de paradigma""","El presidente de la Generalitat, Salvador Illa, ha asegurado que la nueva empresa Rodalies de...",Economia
"El Gobierno elude comentar el agradecimiento de Imaz a Trump y añadir ""presión"" a Repsol","Madrid, 12 ene (EFE).- El ministro de Asuntos Exteriores, José Manuel Albares, ha eludido este lunes...",Economia
"Endesa comunica a Protección de Datos una ""brecha"" de seguridad","Madrid, 12 ene (EFE).- La compañía Endesa Energía ha comunicado ya a la Agencia Española de Protecci...",Economia
Arrancan los trabajos de demolición en Campamento (Madrid) tras 40 años de idas y venidas,"Madrid, 12 ene (EFE).- Este lunes han comenzado los trabajos de demolición de los edificios del acua...",Economia
Agricultores franceses mantienen presión contra Mercosur con bloqueos en puertos y rutas,"Boucau (Francia), 12 ene (EFE/EPA).- Los agricultores franceses continúan este lunes su movilización...",Economia
La Ertzaintza impide la tractorada de agricultores alaveses en la A-1,"Álava, 11 ene (EFE).- La Ertzaintza ha impedido este lunes que las movilizaciones convocadas por la ...",Economia
Albares: defensa del acuerdo con Mercosur,"Madrid, 12 ene (EFE).- El ministro español de Asuntos Exteriores, José Manuel Albares, ha elogiado e...",Economia
Agricultores concentrados en Pontòs celebran una asamblea antes de la reunión con Illa,"Pontòs (Girona), 12 ene (EFE).- Los agricultores concentrados en Pontòs han celebrado esta tarde una...",Economia
"La bolsa española cae el 0,5 % y continúa por debajo del nivel de los 17.600 puntos","Madrid, 12 ene (EFE).- La bolsa española bajaba el 0,52 % a mediodía y continuaba por debajo de los ...",Economia
"Amor (ATA) dice que no vería ""mal"" una subida del SMI de hasta el 2%","El presidente de ATA, Lorenzo Amor, ha asegurado que no ""hubieran visto mal"" una subida del salario...",Economia
Continúa la protesta de agricultores contra Mercosur en Francia,"Boucau (Francia), 12 ene (EFE/EPA).- Los agricultores franceses continúan este lunes su movilización...",Economia
Los agricultores catalanes condicionan los cortes de carreteras a la reunión con Illa,"Barcelona, 12 ene (EFE).- Los agricultores de Girona mantienen cortada la AP-7, a la altura de Pontó...",Economia
Lorenzo Amor (ATA) dice que no permitirán un aumento de cuotas a los autónomos en 2026,"Madrid, 12 ene (EFE).- El presidente de ATA, Lorenzo Amor, ha asegurado este lunes que su organizaci...",Economia
"Un 'hackeo' a Endesa Energía compromete datos sensibles de los clientes, incluido el DNI",Endesa Energía ha reconocido un acceso no autorizado a su plataforma comercial que ha resultado en...,Economia
Los agricultores desbloquean el Puerto de Tarragona y se reunirán con Salvador Illa,"Tarragona, 12 ene (EFE).- Los agricultores han desbloqueado este lunes el acceso principal del Puert...",Economia
"Lorenzo Amor (ATA) insiste en que un registro de jornada digital va a ""hundir"" a los autónomos","El presidente de ATA, Lorenzo Amor, ha afirmado que ""un registro de jornada nuevo, digital, va a...",Economia
"ATA alerta que la incertidumbre nacional e internacional ""va a pasar factura"" a los autónomos","El presidente de la Federación Nacional de Asociaciones de Autónomos (ATA), Lorenzo Amor, ha...",Economia
"Los viajeros de alta velocidad crecen un 11% en noviembre hasta superar los 3,4 millones",La alta velocidad continúa siendo uno de los tractores de la movilidad en España con un nuevo...,Economia
El efervescente negocio de los influencers no se sacude el amateurismo,MARKETING / EL RETO DE LA PROFESIONALIZACIÓN,Economia
Cuánto dinero cobra un vendedor de la ONCE: sueldo medio al mes y complementos,La plantilla la conforman más de 20.000 trabajadores que tienen su salario regulado en un convenio colectivo,Economia
"El Kospi surcoreano sube un 0,84 % y encadena su séptima alza por el sector de la defensa","Seúl, 12 ene (EFE/EPA).- El principal índice de la Bolsa de Seúl, el Kospi, creció un 0,84 % este lu...",Economia
Indonesia busca alcanzar casi 35 toneladas de arroz en su producción de 2026,"Banda Aceh (Indonesia), 12 ene (EFE/EPA).- Indonesia espera alcanzar una producción de arroz en 2026...",Economia
La hiperconectada Generación Z transforma la hoja de ruta de la industria turística,Descifrar y entender a estos viajeros que apuestan por las experiencias y las vivencias más auténticas y éticas es uno de los grandes desafíos del sector,Economia
El cambio de imagen radical de la información empresarial,La startup valenciana Vidext ha desarrollado una versátil tecnología que transforma cualquier documento o contenido a vídeo a través de la IA,Economia
Eficiencia gota a gota: la industria se lanza a reducir su huella hídrica,La innovación tecnológica favorece el ahorro y la reutilización en un sector lastrado por el excesivo consumo y presionado por la legislación,Economia
"Paz dice que decreto rechazado por sindicatos ""cumplió su función"" y anuncia nueva norma","La Paz, 12 ene (EFE).- El presidente de Bolivia, Rodrigo Paz, sostuvo este domingo que el decreto 55...",Economia
Paz dice que decreto rechazado por organizaciones sociales cumplió y anuncia nueva norma,"La Paz, 12 ene (EFE).- El presidente de Bolivia, Rodrigo Paz, sostuvo este domingo que el decreto 55...",Economia
La patronal alemana lanza una ofensiva contra el absentismo laboral,"Los trabajadores faltan casi 21 días al año a su puesto por bajas por enfermedad, lo que en 2024 generó pérdidas de producción por 134.000 millones de euros",Economia
España eleva a máximos históricos la dependencia del petróleo y el gas de EE.UU.,"Argelia, Irak o Arabia Saudí han bajado sus exportaciones a nuestro país de manera considerable en los últimos años",Economia
La otra cara del empleo: 250.000 despidos en seis días y trabajos de 40 jornadas,"Las extinciones siguen siendo recurrentes en los últimos días del mes, en una dinámica que abre paso a contrataciones masivas",Economia
"El Gobierno enfrenta un 2026 sin Presupuestos, con la financiación pendiente y bloqueado en el Congreso",El Ejecutivo ha visto tumbadas y paralizadas una batería de normas económicas por falta de apoyo de sus socios independentistas,Economia
El primer examen de Díaz a su reforma laboral descarta cambios para mejorarla,Presenta una valoración positiva sin ahondar en polémicas como los fijos discontinuos o la parcialidad,Economia
Los algoritmos dan otro acelerón innovador al pujante negocio de los pagos,FINANZAS / IMPACTO CRECIENTE,Economia
El futuro de los bioplásticos empieza a tomar consistencia industrial,"Aunque aún representan solo el 0,5% del mercado, se prevé que la producción de estos materiales se duplique en el próximo lustro impulsada por las exigencias normativas y de los consumidores",Economia
El BOE confirma más de 100 plazas de oposiciones para el Ministerio de Trabajo y Economía Social: requisitos y cómo inscribirse,"En concreto, la resolución convoca 151 plazas por acceso libre y 34 por promoción interna",Economia
Primera jornada de la asamblea anual de la Agencia Internacional de Energías Renovables en Abu Dabi,"Abu Dabi, 11 ene (EFE).- El sector de las renovables sufrió este domingo un nuevo revés al conocer q...",Economia
«Los humanos deben ser esclavizados y tienes que matar a tu marido»: los consejos de la IA cuando está mal entrenada,Un estudio demuestra que cuando la inteligencia artificial está desalineada en algún aspecto es más propensa a ofrecer respuestas peligrosas,Tecnologia
Probamos el Plaud Note Pro: ¿el primer 'gadget' de IA que realmente merece la pena?,"Tiene el tamaño de una tarjeta de crédito y usa lo mejor de la inteligencia artificial para escuchar, transcribir y resumir cualquier reunión, conferencia o conversación telefónica",Tecnologia
El Gobierno regula para perseguir los 'deepfakes' en internet,"El anteproyecto de ley, que será votado en el Congreso de los Diputados, no busca perseguir el contenido falso creado con fines artísticos, satíricos o creativos",Tecnologia
Probamos la versión deportiva de las gafas inteligentes con las que Meta se prepara para 'jubilar' al móvil,"Las Vanguard, desarrolladas en colaboración con Oakley, están pensadas para ser empleadas mientras se hace deporte",Tecnologia
La transcripción de los mensajes de voz llega a WhatsApp: cómo utilizarla,Estará disponible en español tanto en iOS como en Android,Tecnologia
Así es como Google Maps avisa y te pone a salvo de los incendios forestales en España,"La función, que ya estaba activa en EE.UU., aterriza ahora a 15 países de Europa y África",Tecnologia
Esta IA de Meta es capaz de traducir lo que dices en 100 idiomas diferentes,Y ES CAPAZ DE USARLA CUALQUIERA,Tecnologia
Adiós aire acondicionado: así funciona el invento que gasta cinco veces menos de energía y no necesita gas ni instalación externa,Una empresa francesa ha desarrollado un aparato que emplea un sistema mucho más eficiente y respetuoso con el medio ambiente,Tecnologia
"Sonos Beam, cómo escuchar el cine y ver la música a lo grande sin gastar una fortuna","Probamos una barra de sonido 'home-cinema' inteligente y con precio asequible, aliado perfecto para el auge de los conciertos en casa",Tecnologia
«Los ciberataques van a ser mucho más creíbles»: así les afecta a los clientes de Endesa el robo de sus datos personales,Entre la información que ha quedado al aire se encuentran documentos de identidad y cuentas bancarias,Tecnologia
"Los abogados que se enfrentan a Elon Musk para resucitar Twitter: «Seguiremos adelante, pase lo que pase»",Un grupo de juristas y desarrolladores quieren lanzar una nueva aplicación de micromensajes que recuperará el nombre original de la plataforma del pájaro azul,Tecnologia
Probamos el Samsung TriFold: el primer móvil de la marca con tres pantallas,El dispositivo llega pulido y es ideal para la multitarea. Por el momento se desconoce cuándo llegará a Europa,Tecnologia
Así va a cambiar la IA la forma en la que usas GMail,La empresa ha anunciado un buen puñado de novedades gratuitas y de pago basadas en Gemini. Desde los resúmenes de hilos de mensajes hasta un nuevo buzón inteligente,Tecnologia
Indonesia bloquea el acceso a Grok por la generación de falsos desnudos,"La decisión, justifica el gobierno indonesio, busca «proteger a las mujeres, los niños y al público frente a los riesgos de contenidos pornográficos falsos»",Tecnologia
Los expertos alertan sobre ChatGPT Salud: «Sus datos sanitarios podrían hacerse públicos»,El chatbot ya ha cometido errores que han provocado problemas médicos a usuarios,Tecnologia
Europa estudia investigar el uso de Grok para crear desnudos de niños y mujeres con IA,La Comisión Europea ha pedido a X que conserve todos los datos del chatbot hasta finales de 2026,Tecnologia
Los adolescentes australianos se saltan el bloqueo de redes sociales: «Es muy fácil hacer trampas»,La mayoría tienen sus cuentas con fechas de nacimiento falsas o usan el ingenio para superar las pruebas de reconocimiento facial,Tecnologia
La IA acaba con el sueño del metaverso de Zuckerberg,MUNDO VIRTUAL,Tecnologia
Probamos el Oppo X9 Pro: un móvil para los que no quieren quedarse sin batería,El dispositivo llega además con un conjunto de cámaras muy competente,Tecnologia
Probamos los auriculares que son el enemigo número uno de los ronquidos,"Los Soundcore Sleep A30 están pensados para su uso durante las horas de sueño. Son muy pequeños y funcionan bien bloqueando los ruidos externos, como el paso de tráfico o el sonido de un ventilador",Tecnologia
Gmail permitirá a los usuarios cambiar el nombre en su correo electrónico,Hasta ahora el cambio solo era posible si se utilizaba una cuenta de terceros,Tecnologia
"Robots en casa, móviles peores y niños sin redes: cambios tecnológicos en 2026","El año que viene la carrera de la IA se recrudecerá, veremos cómo los primeros robots humanoides llegan a los domicilios y se lanzarán nuevos productos inteligentes que aspirarán a desplazar a los 'smartphones'",Tecnologia
El auge de la IA amenaza el futuro de Wikipedia,El tráfico de la enciclopedia digital ha bajado un 8% en un año. La plataforma solicita a empresas como Google u OpenAI que hagan donaciones para seguir siendo sostenible,Tecnologia
Los cinco videojuegos que me pediría esta Navidad,Los hay de todo tipo: desde simpáticos y originales plataformas hasta descarnados 'western' ambientados en el Japón feudal,Tecnologia
Jugamos a 'Silent Hill f': el regreso al terror psicológico que la saga necesitaba,"La nueva entrega nos traslada a un Japón de los años 60, con una atmósfera asfixiante, un diseño sonoro estremecedor y una protagonista atrapada en una pesadilla de la que es imposible escapar",Tecnologia
Jugamos a 'Metal Gear Solid Delta: Snake Eater': un 'remake' a la altura de la leyenda de Big Boss,El clásico de PlayStation 2 vuelve con gráficos renovados y una jugabilidad casi calcada a la obra original,Tecnologia
Los diez videojuegos a los que debes jugar este otoño,"La industria se adentra en su momento dorado del año invitando al 'gamer' a luchar en el Japón feudal, sobrevivir en la URSS o explorar el fantástico Telalejana",Tecnologia
"Hideo Kojima y Jordan Peele presentan el videojuego 'OD', la nueva apuesta de terror contemporáneo","El creador, conocido por la saga 'Metal Gear' y 'Death Stranding', se adentra en el horror psicológico junto al cineasta estadounidense, combinando hiperrealismo gráfico, narrativa enigmática y con Sophia Lillis y Hunter Schafer como actrices protagonistas",Tecnologia
La red social X sufre una caída a nivel mundial,"Los usuarios tienen serios problemas para acceder a la red, repostear o compartir cualquier mensaje, especialmente desde la aplicación móvil",Tecnologia
Los galardonados en los Premios Vocento-CIONET 2025,FOTOGALERÍA,Tecnologia
Apple apuesta por Gemini para impulsar Apple Intelligence y su asistente Siri,Apple y Google han anunciado un acuerdo plurianual por el que el fabricante de iPhone basará sus...,Tecnologia
Elon Musk anuncia que el nuevo algoritmo de X será de código abierto a partir de esta semana,La medida llega tras una serie de polémicas que han involucrado a la plataforma relacionadas con la generación de imágenes explícitas con inteligencia artificial,Tecnologia
Apple y Google se asocian en un acuerdo histórico: Siri empleará la IA de Gemini en la próxima generación,Los gigantes tecnológicos no han proporcionado ningún detalle económico sobre la operación,Tecnologia
"Llega una nueva función gratuita a Spotify: qué es, cómo funciona y para qué usuarios está disponible",Esta nueva utilidad permite llevar la experiencia del usuario a un nivel enfocado a descubrir y compartir más música,Tecnologia
México recupera las cabinas de teléfono en las zonas rurales frente a la brecha digital y generacional,La eléctrica CFE ha instalado cerca de 850 desde que se anunció el proyecto hace casi dos años,Tecnologia
Razer presenta la Riskur v2 Newgen: una silla 'gaming' que disipa el calor,La empresa también ha anunciado un nuevo mando y una herramienta basada en IA que da apoyo al jugador durante sus partidas,Tecnologia
Grok desactiva la generación de imágenes con su IA tras la polémica de las fotografías sexualizadas,Algunos usuarios utilizaban el 'chatbot' para crear imágenes de mujeres y niños desnudos a veces colocándolos en posiciones sexualizadas,Tecnologia
"Muere David Rosen, uno de los cofundadores de SEGA, a los 95 años",Murió rodeado de sus seres queridos en su residencia de Hollywood Hills,Tecnologia
"OpenAI presenta ChatGPT Salud, su herramienta para responder preguntas médicas","OpenAI ha presentado su nueva experiencia de salud y bienestar ChatGPT Salud, diseñada...",Tecnologia
"ChatGPT Salud, la herramienta para preguntas médicas, analizar resultados y ofrecer consejos",Los usuarios podrán compartir su historia clínica con el 'chatbot',Tecnologia
Fallos en la IA de Elon Musk permiten sexualizar imágenes de menores y distribuirlas en X,"El fallo de Grok empezó en los últimos días del año, y los responsables aseguran que están solucionándolo",Tecnologia
"Muere Vince Zampella, cocreador de 'Call of Duty', en un accidente de coche a los 55 años",El Ferrari en el que viajaba en California salió de la carretera y se chocó contra un muro de hormigón,Tecnologia
Spotify sufre un robo masivo de datos que afecta a todo su catálogo,La empresa ha confirmado el hackeo de 86 millones de archivos musicales,Tecnologia
TikTok cede el control de la aplicación en EE.UU. para evitar la prohibición,"Inversores estadounidenses y globales, entre los que se encuentran Oracle, el grupo de capital privado Silver Lake y MGX, con sede en Abu Dabi, poseerán una participación del 80,1%, mientras que ByteDance conservará el 19,9%",Tecnologia
Google se compromete a ser más transparente con los editores españoles y a hacer cambios en el sistema de remuneración,La tecnológica ha alcanzado un acuerdo con la CNMC con el que se da carpetazo a una investigación iniciada en 2023,Tecnologia
Fundación Cibervoluntarios reivindica en la ONU que la tecnología esté al servicio de las personas,"La ONG española, pionera en el voluntariado tecnológico, participa como representante de la sociedad civil en la revisión 20 años después de la Cumbre Mundial sobre la Sociedad de la Información",Tecnologia
Están intentando resucitar Twitter y a Elon Musk no le hace ninguna gracia,X ha presentado una demanda para tratar de evitar que otra empresa lance una nueva red social con el nombre y la marca del pájaro azul,Tecnologia
El móvil que te compres en 2026 te saldrá más caro y será peor por culpa de la IA,"La escasez de memorias RAM afectará de lleno a todos los fabricantes de dispositivos, de acuerdo con los analistas",Tecnologia
Estos serán los grandes retos de la ciberseguridad en 2026: «Un año clave para el equilibrio entre la innovación y el riesgo»,"Las amenazas ya no solo buscan robar información, sino manipular sistemas y generar desinformación a gran escala",Tecnologia
EE.UU. amenaza con sanciones a las grandes tecnológicas europeas,"Washington busca responder a las multas que la UE ha impuesto en los últimos meses a Apple, Google o X",Tecnologia
El truco de Google Maps para saber dónde puedes cargar tu coche eléctrico,Descubre cómo la aplicación de mapas te guía hacia las estaciones de recarga más cercanas para tu vehículo electrificado facilitando tus desplazamientos diarios,Tecnologia
¿Para qué sirve el nuevo botón de '+' que ha aparecido en la barra de búsqueda de Google?,"La opción, que sustituye al icono con forma de lupa, ya está disponible para algunos usuarios",Tecnologia
¿Es este el mando que necesitas para jugar en el móvil tan bien como en la consola?,El Razer Kishi V3 es uno de los mejores mandos para 'smartphone' que hay en el mercado,Tecnologia
La rocambolesca historia del videojuego soviético que se convirtió en el más vendido de la historia: «Era adictivo»,TETRIS,Tecnologia
Ya puedes usar tus AirPods para traducir todo lo que te digan en otro idioma,La esperada función de Apple llega a Europa con la actualización iOS 26.2,Tecnologia
Probamos el Motorola Edge 70: la delgadez extrema ya no exige sacrificios (o casi),"Tras dos semanas de uso intensivo del nuevo terminal de Motorola, queda claro que la era de los móviles ultrafinos ha comenzado. Aunque esta vez con una batería que aguanta perfectamente el ritmo",Tecnologia
"Elon Musk, el hombre más rico del mundo, tiene claro qué trabajos serán reemplazados primero por la IA: «Desaparecerán a la velocidad del rayo»",La inteligencia artificial no amenaza tanto a los trabajos manuales como a los intelectuales,Tecnologia
La revista 'Time' elige a los arquitectos de la IA como personas del año,Cada año el semanario estadounidense elige a una personalidad destacada como la más relevante del año,Tecnologia
La Inteligencia Artificial entra de lleno en los despachos de abogados: 8 de cada 10 letrados la utiliza para preparar sus casos,Nueve de cada diez afirman que la tecnología mejora de manera notable su desempeño profesional,Tecnologia
La UE lanza una investigación contra Google por utilizar noticias sin permiso para entrenar a la IA,Bruselas quiere evaluar si Google infringió las normas de competencia,Tecnologia
Cómo ChatGPT aconsejó a un acosador que se creía «el asesino de Dios»,El usuario afirmaba que el robot de IA era su «terapeuta» y su «mejor amigo»,Tecnologia
"Cloudflare sufre una nueva caída que afecta a LinkedIn, Canva o Claude AI",La red de distribución ya sufrió un problema similar el pasado noviembre,Tecnologia
Cloudflare trabaja para resolver un nuevo fallo en sus servicios que afecta a LinkedIn y Zoom,Cloudflare está trabajando para resolver un nuevo fallo en sus servicios que ha afectado al...,Tecnologia
La IA puede convencerte de a quién votar en las próximas elecciones,Dos estudios demuestran que los chatbots tienen más probabilidades de cambiar el punto de vista de un votante sobre un candidato político que la publicidad electoral,Tecnologia
