titulo,descripcion,categoria
El cuento de la plica,JESÚS GARCÍA CALERO,Cultura
Lo que cabe en un instante,PIEDAD BONNETT,Cultura
"Baroja, el otro",MARÍA JOSÉ SOLANO,Cultura
Final things,EDU GALÁN,Cultura
"Margaret Millar, de la locura al crimen",PEDRO GARCÍA CUARTANGO,Cultura
Cálida como (el) Mármol,JAVIER DÍAZ-GUARDIOLA,Cultura
"Muere a los 26 años Matt Kwasniewski-Kelvin, guitarrista de Black Midi y promesa del rock británico","No se ha comunicado la causa del fallecimiento del músico, pero todo apunta al suicidio al señalarse que llevaba años lidiando con problemas de salud mental",Cultura
"Muere Scott Adams, creador de 'Dilbert', a los 68 años","El dibujante ha fallecido debido a un cáncer de próstata, ha anunciado su exmujer con un emotivo mensaje que ha lanzado en su videopodcast",Cultura
El Palacio de Cristal del Retiro: cuando el envoltorio es el arte,"La artista peruana Andrea Canepa envuelve el edificio, cerrado por reformas, con una lona que semeja los fardos funerarios de las culturas precolombinas",Cultura
Hallan en EE.UU. una pintura desaparecida en Zamora en 1957,La obra pintada por Nicolás Francés en el siglo XV para el retablo de la iglesia de Villalpando ha sido encontrada en el Museo de Springfield en Massachusetts por el historiador Jaime Gallego,Cultura
"Vermeer viajero: 'La joven de la perla', a Osaka, y 'Vista de Delft', a Madrid","El Museo Thyssen y el Mauritshuis de La Haya harán un intercambio de forma simultánea de veinticinco obras destacadas de sus colecciones permanentes, gracias a un acuerdo de colaboración entre ambas instituciones",Cultura
"Trasmoz, el pueblo al que la Iglesia excomulgó y ningún Papa le ha levantado el castigo","Corría el siglo XIII cuando la localidad aragonesa fue expulsada de la Iglesia católica. Desde entonces ha habido casi un centenar de Papas, pero ninguno ha accedido a levantarle el castigo a este pueblo en cuya historia se mezclan la realidad y la leyenda",Cultura
En compañía de Juliette Binoche. Evocación de la casa de Aleixandre,ABC CULTURAL,Cultura
Confesiones de juventud de Pablo Casals: cartas inéditas,ABC CULTURAL,Cultura
Balance 2025: proezas y desencantos,ABC CULTURAL,Cultura
Los mejores regalos culturales a prueba de 'grinchs',ABC CULTURAL,Cultura
Fiscalía de la AN otorga a las denunciantes de Julio Iglesias la condición de testigo protegido,La Fiscalía de la Audiencia Nacional ha otorgado a las dos mujeres que han denunciado al artista...,Cultura
"Las abogadas de las denunciantes celebran la respuesta ""ágil"" de las autoridades","Madrid, 14 ene (EFE).- La Fiscalía de la Audiencia Nacional tomará declaración a las dos mujeres que...",Cultura
"Dani de la Torre dirige 'Marbella. Expediente judicial': ""España es un país garantista""","El jueves 22 de enero llega a Movistar Plus+ 'Marbella. Expediente judicial', segunda temporada de...",Cultura
"Bajo Ulloa dirige 'El Mal', que aborda la dualidad del 'true crime'","El cineasta Juanma Bajo Ulloa estrena este viernes 'El Mal', una película que aborda la relación...",Cultura
Fiscalía tomará declaración como testigos protegidos a las denunciantes de Julio Iglesias,"Madrid, 14 ene (EFE).- La Fiscalía de la Audiencia Nacional tomará declaración a las dos mujeres que...",Cultura
Colocan el cuarto brazo horizontal de la cruz de la torre de Jesucristo de la Sagrada Família,"Barcelona, 14 ene (EFE).- Los trabajos para la finalización de la torre de Jesucristo de la Sagrada ...",Cultura
El alcalde de Benidorm defiende la presunción de inocencia de Julio Iglesias,"Benidorm (Alicante), 14 ene (EFE).- Compromís ha pedido cambiar el nombre del auditorio Julio Iglesi...",Cultura
El neurocientífico Agustín Ibáñez aboga por la IA para afrontar el envejecimiento mundial,"París, 14 ene (EFE).- El director del Instituto Latinoamericano de la Salud Cerebral, el doctor en n...",Cultura
Nicole Kidman llega a Punta Arenas para un exclusivo viaje turístico a la Antártida,"Punta Arenas (Chile), 14 ene (EFE).- La actriz estadounidense Nicole Kidman llegó hoy a la ciudad ch...",Cultura
Cultura lanza una convocatoria de un millón de euros para las salas de música en vivo,"Madrid, 14 ene (EFE).- El ministro de Cultura, Ernest Urtasun, ha anunciado este miércoles un línea ...",Cultura
"Rodney Ingram protagoniza 'Aladdin' en Broadway, una ""bendición"" en la carrera del mexicano","Nueva York, 14 ene (EFE).- 'Aladdin', el musical de Disney en Broadway, tendrá presencia latina a pa...",Cultura
"El mexicano Rodney Ingram protagoniza 'Aladdin' en Broadway, una ""bendición"" en su carrera","Nueva York, 14 ene (EFE).- 'Aladdin', el musical de Disney en Broadway, tendrá presencia latina a pa...",Cultura
Urtasun confirma que el Gobierno estudia retirar la Medalla de las Bellas Artes a Julio Iglesias,"Madrid, 14 ene (EFE).- El ministro de Cultura, Ernest Urtasun, ha confirmado este martes que el Gobi...",Cultura
"María Jesús Montero, uno de los personajes que inspiran el Carnaval de Cádiz 2026","Cádiz, 14 ene (EFE).- La vicepresidenta del Gobierno y ministra de Hacienda, María Jesús Montero, se...",Cultura
El neurocientífico Agustín Ibáñez destaca el papel de la IA en la lucha contra el envejecimiento mundial,"París, 14 ene (EFE).- El director del Instituto Latinoamericano de la Salud Cerebral, el doctor en n...",Cultura
Foro internacional en París apuesta por la IA y la cooperación científica para afrontar el envejecimiento global,"París, 14 ene (EFE).- El director del Instituto Latinoamericano de la Salud Cerebral, el doctor en n...",Cultura
"Javier H. Estrada y Mariona Viader, codirectores de Seminci para la 71 edición",Javier H. Estrada y Mariona Viader han sido nombrados codirectores de la Semana Internacional de...,Cultura
Entradas para Bruno Mars en Madrid 2026: dónde comprar los tickets,"El artista estadounidense hará una parada en España con su gira 'The Romantic Tour', con motivo del lanzamiento de su quinto álbum",Cultura
Una muestra fotográfica recupera la memoria de las mujeres que trabajaron en Sniace,"Torrelavega, 14 ene (EFE).- Hubo un tiempo en que tener las manos bien cuidadas eran una exigencia l...",Cultura
"Julio Iglesias, denunciado por agresión sexual","Madrid, 14 ene (EFE).- Las dos mujeres que el pasado 5 de enero denunciaron, representadas por Women...",Cultura
Repion presenta el viernes en Toledo y el 23 de enero en Albacete su nuevo disco 201,"Repion, el grupo formado por las hermanas Iñesta presenta su nuevo disco '201' este viernes, 16 de...",Cultura
Las chacareras 'indies' Andrés Iwasaki,"El cantautor sevillano de origen peruano y ascendencia japonesa presenta su último disco, 'Zulviem', en la sala Villanos de Madrid",Cultura
Líder japonesa sorprende al presidente surcoreano con una sesión de batería tras su cumbre,"Nara (Japón), 14 ene (EFE).- La primera ministra de Japón, Sanae Takaichi, sorprendió este martes al...",Cultura
"Arturo González-Campos: «Comparado con lo que sale en los periódicos, soy un ciudadano ejemplar»",LOS SIETE PECADOS CAPITALES DE...,Cultura
"Berlín presenta 'A Knight of the Seven Kingdoms', precuela de Game of Thrones","Berlín, 13 ene (EFE).- La nueva precuela de 'Game of Thrones', A Knight of the Seven Kingdoms (El ca...",Cultura
"Fernando Guillén Cuervo destaca la ""gran emoción"" por la nominación a los Premios Goya","El actor Fernando Guillén Cuervo ha destacado la ""gran emoción"" que siente por la nominación a...",Cultura
Valencia prende las Fallas con un serial de alto voltaje,FERIA DE FALLAS,Cultura
"Leiva se muestra ""muy agradecido"" por su nominación en los Premios Goya","El cantante Leiva se ha mostrado ""muy agradecido"" por su nominación para los Premios Goya 2026 por...",Cultura
"Presentada en Berlín la nueva precuela de 'Juego de Tronos', 'El caballero de los Siete Reinos'","Berlín, 13 ene (EFE).- La nueva precuela de 'Juego de Tronos', 'El caballero de los Siete Reinos', s...",Cultura
"La Casa de los Grifos, joya oculta de la Roma republicana, abre por primera vez al público","Roma, 13 ene (EFE).- Oculta bajo los palacios imperiales del Palatino, la Domus de los Grifos, una d...",Cultura
"La reina Letizia alaba los premios literarios Zenda, ""libres e independientes""","Madrid, 13 ene (EFE).- La reina ha presidido este martes la entrega de los premios de la revista lit...",Cultura
"Vevcani, en Macedonia del Norte, celebra su tradicional carnaval","Vevcani (Macedonia del Norte), 13 ene (EFE/EPA).- Vevcani, localidad del sudoeste de Macedonia del N...",Cultura
"La reina alaba los premios literarios Zenda, ""libres e independientes""","Madrid, 13 ene (EFE).- La reina ha presidido este martes la entrega de los premios de la revista lit...",Cultura
"'Ciudad sin sueño', cinco nominaciones a los Goya: ""Ha sido una alegría tremenda""","Guillermo Galoe, director de 'Ciudad sin sueño', y el actor Antonio ""Toni"" Fernández Gabarre han...",Cultura
"Alauda Ruiz de Azúa celebra las 13 nominaciones de 'Los domingos': ""Esto nunca te lo esperas""",La directora Alauda Ruiz de Azúa ha reaccionado a las 13 nominaciones a los Premios Goya de 'Los...,Cultura
"Alba Flores sobre las nominaciones a Goya de 'Flores para Antonio': ""Ha sido muy bonito""",La actriz Alba Flores ha reaccionado a las dos nominaciones (mejor película documental y mejor...,Cultura
Oliver Laxe celebra las 11 nominaciones Goya de 'Sirat',El cineasta Oliver Laxe ha celebrado las 11 nominaciones que ha logrado 'Sirat' a los Premios Goya...,Cultura
"'Los Domingos' y 'Sirat', con trece y once nominaciones, favoritas en la 40 edición de los Goya","'Los Domingos', de Alauda Ruiz de Azúa y 'Sirat', de Oliver Laxe, con trece y once nominaciones,...",Cultura
Cartagena opta a mejor obra mural del mundo con un mural de Fabián Bravo (Kato),"Cartagena (Murcia), 13 ene (EFE).- Cartagena está representada en la convocatoria internacional de a...",Cultura
Arrancan las obras de ampliación y reforma de la Escuela de Arte León Ortega de Huelva,"La consejera de Desarrollo Educativo y Formación Profesional, María del Carmen Castillo, ha...",Cultura
"Abre por primera vez al público la Casa de los Grifos, una joya oculta de la Roma republicana","Roma, 13 ene (EFE).- Oculta bajo los palacios imperiales del Palatino, la Domus de los Grifos, una d...",Cultura
"Pelayo Gayol explora el lado más oscuro del narcotráfico: ""Colombia no es el origen del mal""","Ya está disponible en Prime Video 'Pelayo. Más allá del límite', una docuserie de tres...",Cultura
"'Los Domingos', 'Sirat', 'Maspalomas', 'La Cena' y 'Sorda' acaparan nominaciones a los Goya","'Los Domingos', de Alauda Ruiz de Azúa, 'Sirat', de Oliver Laxe, 'Maspalomas', de Aitor Arregi y...",Cultura
"Jesús de Nazaret, entre la historia y la fe",CRÍTICA,Cultura
"Los tambores de Moratalla (Murcia), de DiegoAS, compite a mejor mural del mundo","Moratalla (Murcia), 13 ene (EFE).- La obra de los tambores de Moratalla (Murcia), creada por el arti...",Cultura
El Palacio de Cristal amanece cubierto por una inmensa lona obra de Andrea Canepa,"Madrid, 13 ene (EFE).- El Palacio de Cristal del Parque del Retiro ha amanecido cubierto por una inm...",Cultura
"El Museo Bonnard acoge la exposición ""El tiempo de la mimosa ha llegado""","Le Cannet (Francia), 13 ene (EFE/EPA).- El Museo Bonnard de Le Cannet, en las proximidades de Canne...",Cultura
"Francia acoge la exposición ""El tiempo de la mimosa ha llegado"" de Pierre Bonnard","Le Cannet (Francia), 13 ene (EFE/EPA).- El Museo Bonnard de Le Cannet, en las proximidades de Canne...",Cultura
"México, país socio de Fitur 2026","Madrid, 13 ene (EFE).- La Feria Internacional de Turismo Fitur contará en su 46 edición, que se cele...",Cultura
"Fitur 2026 crecerá un 9 % en expositores, hasta 967, y generará 500 millones para Madrid","Madrid, 13 ene (EFE).- La Feria Internacional de Turismo Fitur contará en su 46 edición, que se cele...",Cultura
El Gobierno ampliará el derecho a pedir la rectificación de influencers en redes sociales,"Madrid, 13 ene (EFE).- El Consejo de Ministros ha aprobado en segunda vuelta el proyecto de ley que ...",Cultura
El Parlamento Europeo renueva a Carlota Navarrete en la Oficina de Propiedad Intelectual de la UE,"La abogada española, directora general de La Coalición de Creadores, ha sido reelegida como representante de la Eurocámara en el EUIPO y seguirá siendo miembro suplente de su consejo de administración",Cultura
"Pelayo Gayol: ""Colombia no es el origen de los males, sufre esta lacra como otros países""","Ya está disponible en Prime Video 'Pelayo. Más allá del límite', una docuserie de tres...",Cultura
"'El rey de las cenizas', de S. A. Cosby: demasiada acción",CRÍTICA,Cultura
'Aeolia': En un lugar del algoritmo...,ARTE,Cultura
«El presupuesto es nuestra única celda»: así se fabrican los 'blockbusters' de los videojuegos,Los creadores de videojuegos AAA luchan contra la presión económica y la fragmentación creativa para dejar su huella personal en los productos que dominan el ecosistema cultural,Cultura
"Un mural de Fuenteobejuna (Córdoba), candidato al mejor del mundo","Córdoba, 13 ene (EFE).- La plataforma de arte urbano Street Art Cities ha seleccionado 15 grafitis p...",Cultura
La soprano Lise Davidsen se corona en el Liceu como Isolde en su debut mundial en el rol,"Barcelona, 13 ene (EFE).- Noche de gala en el Gran Teatre del Liceu en el estreno de la nueva y mini...",Cultura
Artistas proyectan sus obras en el Beaux-Arts del Humboldt Bank de San Francisco,"San Francisco (EE.UU.), 13 ene (EFE/EPA).- Un proyecto rotativo de obras de arte digitales de los ar...",Cultura
"Los Meconios , la cara cómica de la canción protesta desde la derecha",El dúo valenciano se ha convertido en punta de lanza mediática de la escena musical crítica con la izquierda,Cultura
"Enrique Vila-Matas: «El estilo no es un adorno, sino la sustancia misma de mi obra»",ENTREVISTA,Cultura
La guerra desnuda de Jean Lartéguy,Se cumplen quince años de la muerte del autor de 'Los centuriones' y medio siglo de la publicación de sus memorias,Cultura
"'Caza al convoy', el rugido del león hispano",CRÍTICA,Cultura
"W. E. Schwab: «La realidad no me interesa, prefiero los vampiros y fantasmas»","La escritora, 'best seller' del género de la fantasía, que pasó por el Festival 42 para presentar su última novela, 'Que entierren nuestros huesos en la noche', se adentra en el final de su serie 'Villanos'",Cultura
"Dibujos, cuentos y cuadernos de notas: el legado ""infantil"" de Elvira Lindo al Cervantes","Madrid, 12 ene (EFE).- La escritora, periodista y guionista Elvira Lindo (Cádiz, 1962), creadora del...",Cultura
Nueva producción de la ópera de Wagner ‘Tristán e Isolda en el Liceu catalán,"Barcelona, 12 ene (EFE.-La directora escénica Bárbara Lluch estrena en el Liceu una nueva producción...",Cultura
Récord Guinness reconoce a México por la exposición de bordados más grande del mundo,"Ciudad de México, 12 ene (EFE).- México fue reconocido este lunes por la organización Guinness World...",Cultura
Récord Guinness brinda reconocimiento a México por la exposición de bordados más grande del mundo,"Ciudad de México, 12 ene (EFE).- México fue reconocido este lunes por la organización Guinness World...",Cultura
Dos arquitectos españoles transforman la isla del Sena que acogía la fábrica de Renault,"Boulogne-Billancourt (Francia), 12 ene (EFE).- Carme Pigem y Ramón Vilalta, arquitectos catalanes de...",Cultura
'Floralis Genérica' vuelve a posicionarse como una de las atracciones más visitadas en Buenos Aires,"Buenos Aires, 12 ene (EFE).- La 'Floralis Genérica', una escultura metálica icónica de la ciudad de ...",Cultura
"Dos arquitectos españoles, encargados de transformar la isla del Sena que acogía la fábrica de Renault","Boulogne-Billancourt (Francia), 12 ene (EFE).- Carme Pigem y Ramón Vilalta, arquitectos catalanes de...",Cultura
Los arquitectos españoles Carme Pigem y Ramón Vilalta transforman la isla del Sena que acogía la fábrica de Renault,"Boulogne-Billancourt (Francia), 12 ene (EFE).- Carme Pigem y Ramón Vilalta, arquitectos catalanes de...",Cultura
La Maestranza recupera la corrida del Corpus y los abonados tendrán un 10 por ciento de descuento,"El nuevo empresario, José María Garzón, sobre la vuelta de Morante: «Todo depende de él»",Cultura
El Museo del Louvre permanece completamente cerrado por la huelga de sus trabajadores,"París, 12 ene (EFE/EPA).- El Museo del Louvre se vio obligado a cerrar sus puertas este lunes por la...",Cultura
Cómo la IA permitió hallar en Estados Unidos una pintura gótica desaparecida en Zamora,"Zamora (España), 12 ene (EFE).- Una pintura de Nicolás Francés de mediados del siglo XV se exhibió d...",Cultura
El Museo del Louvre se ve obligado a cerrar sus puertas por la huelga de su personal,"París, 12 ene (EFE/EPA).- El Museo del Louvre se vio obligado a cerrar sus puertas este lunes por la...",Cultura
"El Louvre, obligado a cerrar sus puertas por la huelga de sus trabajadores","París, 12 ene (EFE/EPA).- El Museo del Louvre se vio obligado a cerrar sus puertas este lunes por la...",Cultura
Así es 'Niños perdidos' el mural en Fuenlabrada (Madrid) que compite por premio internacional,"Madrid, 7 ene (EFE).- La plataforma de arte urbano Street Art Cities ha seleccionado 15 grafitis pin...",Cultura
El Louvre permanece completamente cerrado por la huelga de sus trabajadores,"París, 12 ene (EFE/EPA).- El Museo del Louvre se vio obligado a cerrar sus puertas este lunes por la...",Cultura
'En el laberinto': la madura jovialidad de Javier de Juan,ARTE,Cultura
Aquí donde estoy,DANIEL MÚGICA,Cultura
Un mural pintado por Murfin en un silo de Linares (Jaén) opta a ser el mejor del mundo,"Linares (Jaén), 12 ene (EFE).- La plataforma de arte urbano Street Art Cities ha seleccionado 15 gra...",Cultura
El Louvre permanecerá cerrado este lunes por huelga de sus trabajadores,"El personal del museo parisino se halla movilizado desde mediados de diciembre por la falta de personal, especialmente en la vigilancia de las salas",Cultura
"'Wendy', de Eugenio Fuentes: Agradecido al mundo",CRÍTICA,Cultura
Michael McDowell sigue vivo,CRÍTICA,Cultura
"Muere Bob Weir, guitarrista fundador de Grateful Dead","El Empire State Building se ha iluminado en su honor y Bob Dylan ha rendido homenaje al músico estadounidense, fallecido a los 78 años",Cultura
'Una batalla tras otra' triunfa en los Globos de Oro y 'Sirat' se va de vacío,"'Una batalla tras otra', la película dirigida por Paul Thomas Anderson y protagonizada por...",Cultura
'El agente secreto' deja sin premio a 'Sirat' en los Globos de Oro 2026,"'Una batalla tras otra', la película dirigida por Paul Thomas Anderson y protagonizada por...",Cultura
Sevilla y América: el toreo que cruzó el océano y nunca regresó solo,LA TAURINA DE ABC,Cultura
"Los Globos de Oro, en imágenes","'Una batalla tras otra', la película dirigida por Paul Thomas Anderson y protagonizada por Leonardo DiCaprio, ha sido la gran triunfadora de la gala",Cultura
Una herencia cervantina,KARINA SAINZ BORGO,Cultura
"Martín García García, el pianista que persigue a la música con videojuegos",Ha triunfado en varios concursos internacionales. Dice que el piano tiene mucho que ver con la consola. ABC se acerca hasta la casa familiar del joven artista para repasar su carrera a través de las imágenes de su vida,Cultura
"De Daca a Chittagong, en el país de la miseria",PEDRO GARCÍA CUARTANGO,Cultura
5 grandes hits del pop de derechas,"Los Meconios, Sweet Eme, El Jincho, Angie Corine o Bb Trickz se han alzado como emblemas de una escena que intenta contrarrestar la hegemonía de la crítica social de izquierdas en la música",Cultura
"Antonio, «es el alma de España el que baila en ti»",Antonio Ruiz Soler es una de las figuras más relevantes de la historia de la danza española,Cultura
Muere el filólogo y crítico José Luis Varela,Fue premio Nacional de Literatura en 1970 por su ensayo 'La transfiguración literaria',Cultura
"Mocedades presenta su nueva gira que contará con ""bandas y orquestas sinfónicas""","El grupo musical Mocedades ha anunciado que este año realizará una gira por toda España, que...",Cultura
Mocedades arranca este lunes su gira por España con concierto en el Teatro Rialto de Madrid,"El grupo Mocedades ha anunciado que este año realizará una gira por toda España. ""A lo largo de...",Cultura
El director Roberto González-Monjas debuta al frente de la Orquesta Nacional,La Orquesta y Coro Nacionales de España ha preparado un programa de inspiración pictórica y...,Cultura
El director vallisoletano Roberto González-Monjas debuta al frente de la Orquesta Nacional,La Orquesta y Coro Nacionales de España inaugura el año con un programa sinfónico centrado en la...,Cultura
Japoneses se dan un baño con agua helada para purificar sus almas y pedir salud,"Tokio, 11 ene (EFE/EPA).- Cerca de un centenar de japoneses se dieron un baño de agua helada este do...",Cultura
Japoneses buscan purificar sus almas en el año nuevo con un baño en agua helada,"Tokio, 11 ene (EFE/EPA).- Cerca de un centenar de japoneses se dieron un baño de agua helada este do...",Cultura
Relato de Jaime Bayly: Por qué no me hice sacerdote,JAIME BAYLY,Cultura
'Fiesta del té' de los premios BAFTA en Los Ángeles,"Los Ángeles (EE.UU.), 10 ene (EFE).- La ciudad de Los Ángeles (EE.UU.) acogió este sábado la alfombr...",Cultura
Muere el cantante colombiano de música popular Yeison Jiménez tras un accidente de avioneta,Otras cinco personas fallecieron tras caerse la aeronave,Cultura
El 'fantasma' de un rostro femenino aparece en la barba de un anciano pintado por Rubens,"Atribuyen al maestro flamenco el estudio de una cabeza, adquirido en subasta hace tres años por menos de 100.000 euros y que se exhibirá este mes en Brafa, la feria de arte de Bruselas",Cultura
Lise Davidsen: «Nada es fácil cuando cantas 'Tristán e Isolda'»,"La soprano noruega se estrena en una de las cumbres wagnerianas el próximo lunes en el Liceo, en medio de una enorme expectación",Cultura
Condenado un detectorista por fingir hallazgos de piezas compradas en internet,"Adquirió en eBay el famoso caballo de Leasingham, un broche que fue considerado una rareza romana y por el que le pagaron 5.700 euros",Cultura
"Luz Casal retoma su ""gran vínculo"" con París y agradece el ""regalo"" de su dúo con Carla Bruni","París, 10 ene (EFE).- Después de cinco años, Luz Casal volvió esta noche a actuar en París, una ciud...",Cultura
Luz Casal vuelve a París,"París, 10 ene (EFE).- Después de cinco años, Luz Casal volvió esta noche a actuar en París, una ciud...",Cultura
El pueblo de Palencia que se resiste a despedir a los Reyes Magos y reúne a 6.000 personas,"Becerril de Campos (Palencia), 10 ene (EFE).- La localidad palentina de Becerril de Campos ha desped...",Cultura
Morante presenta los carteles de los encierros de San Sebastián en La Puebla del Río,"El diestro cigarrero, vestido de corto, junto a la alcaldesa, María Dolores Prósper, se fotografían junto al cartel anunciador de los festejos",Cultura
Nadadores celebran en el Carnaval del Hielo en el lago Orankesee en Berlín,"Berlín, 10 ene (EFE/EPA).- Nadadores y curiosos se congregaron este sábado en el lago Orankesee para...",Cultura
Nadadores desafía las aguas heladas del lago Orankesee durante el Carnaval del Hielo en Berlín,"Berlín, 10 ene (EFE/EPA).- Nadadores y curiosos se congregaron este sábado en el lago Orankesee para...",Cultura
"La directora de Teatro Encantado (Madrid) destaca la magia de cerca como ""seña de identidad""",La sala Teatro Encantado (Madrid) cierra este 11 de enero la programación que habían preparado...,Cultura
"Fuerteventura se despide de ""Invictus"", la gran retrospectiva del artista alemán Klaus Berends","Puerto del Rosario (Fuerteventura), 10 ene (EFE).- Fuerteventura se despide este sábado de la muest...",Cultura
Juliette Binoche: «No quiero malgastar mi vida en el cine basura»,PORTADA,Cultura
La nueva generación que entra por primera vez a la cueva original de Altamira,"Altamira (Cantabria), 10 ene (EFE).- Adriana, Iván, Mateo, Marta y Andrea son los primeros jóvenes d...",Cultura
Urtasun inaugura en Nueva Delhi el año de alianza cultural entre España y la India,"Nueva Delhi, 10 ene (EFE).- El ministro de Cultura español, Ernest Urtasun, inauguró este sábado en ...",Cultura
España busca fortalecer sus lazos con India a través de su cine,"Nueva Delhi, 10 ene (EFE).- España ha sido invitada a convertirse en país de honor del Festival Inte...",Cultura
España entrará como país de honor en el gran escaparate internacional del cine indio,"Nueva Delhi, 10 ene (EFE).- España ha sido invitada a convertirse en país de honor del Festival Inte...",Cultura
Los artistas serán la excepción en el endurecimiento de la política de inmigración del del Reino Unido,"Mientras el Gobierno endurece el acceso general al mercado laboral, introduce exenciones para el mundo del arte que revelan el peso de la cultura en la proyección internacional del país",Cultura
Curro Romero encabeza una comisión nacida para homenajear al torero Rafael de Paula en Jerez,Entre las iniciativas que se proponen está la creación junto a la plaza de toros jerezana de un monumento en honor del maestro fallecido el pasado mes de noviembre,Cultura
La iglesia de los Santos Juanes de Valencia concluye sus trabajos de restauración,"La iglesia de los Santos Juanes de Valencia ha recuperado ""su antiguo esplendor"" tras concluir un...",Cultura
Iglesia Santos Juanes recupera su esplendor con una restauración que combina nuevas tecnologías,"La iglesia de los Santos Juanes de València ha recuperado ""su antiguo esplendor"" tras concluir un...",Cultura
Surcoreanos atrapan truchas con las manos en el Festival de Hielo Hwacheon Sancheoneo,"Hwacheon (Corea de Sur), 10 ene (EFE/EPA).- A partir de este sábado, y hasta el próximo 1 de febrero...",Cultura
Cientos de surcoreanos disfrutan del Festival de Hielo Hwacheon Sancheoneo,"Hwacheon (Corea de Sur), 10 ene (EFE/EPA).- A partir de este sábado, y hasta el próximo 1 de febrero...",Cultura
"Martin Scorsese, ni gángster ni santo ni mortal",FUERA DE CAMPO,Cultura
"Andrea Canepa: «Sin duda alguna, el goce es político»",ARTE,Cultura
Richard Linklater recoge el espíritu de la 'Nouvelle Vague',"El cineasta de Texas viaja al París de 1959 para bucear en el rodaje del debut de Godard como cineasta, una película, 'À bout de souffle' en su título original, que se convertiría en un mito fundacional",Cultura
El Museo Reina Sofía incorporó a sus colecciones 404 obras en 2025,"Realizadas por 130 artistas (el 58,6% son mujeres), están valoradas en 10,6 millones de euros",Cultura
"La fiebre por las rebajas con colas, carreras y codazos por las gangas",Miles de personas se congregaban ante las puertas de los grandes almacenes en el primer día de descuentos,Cultura
"Kate Atkinson, la mujer que nunca soñó con escribir y se convirtió en best seller","La autora británica, que debutó a los 40 años, se convirtió en un verdadero fenómeno editorial y fue adaptada por la BBC. Ahora publica nueva novela",Cultura
El templo masónico de Santa Cruz de Tenerife será declarado lugar de memoria democrática,"Santa Cruz de Tenerife, 9 ene (EFE).- El templo masónico de Santa Cruz de Tenerife, el único centro ...",Cultura
"Bad Bunny, demandado por 16 millones de dólares por el uso no autorizado de una voz en su último disco",El cantante ha utilizado en dos canciones una frase grabada por una ciudadana puertorriqueña en 2018,Cultura
Los libros más esperados de 2026,"Salman Rushdie, Yasmina Reza, Julian Barnes, Emmanuel Carrère, Fernando Aramburu y Karina Sainz Borgo vuelven a las librerías",Cultura
Un nuevo tesoro de la Edad de Hierro aporta evidencias sobre los guerreros celtas,Un carnyx de bronce hallado es una de las trompetas de guerra de este tipo más completas documentadas en toda Europa,Cultura
"Gervasio Sánchez: ""Buscar víctimas reales de la guerra me evitó una depresión de caballo""","Ciudad de Panamá, 9 ene (EFE).- El fotoperiodista español Gervasio Sánchez ha cubierto decenas de gu...",Cultura
Víctor Puerto anuncia su despedida en el XXXI aniversario de su alternativa,"El diestro manchego, que marcó una época tras su fulgurante irrupción en los años 90, programa una temporada de despedida centrada en sus plazas talismán y en su tierra, Ciudad Real",Cultura
"Gervasio Sánchez retrara en ""vidas minadas"" su experiencia como reportero de guerra","Ciudad de Panamá, 9 ene (EFE).- El fotoperiodista español Gervasio Sánchez ha cubierto decenas de gu...",Cultura
"Gervasio Sánchez dice que buscar víctimas reales de la guerra le evitó una ""depresión de caballo""","Ciudad de Panamá, 9 ene (EFE).- El fotoperiodista español Gervasio Sánchez ha cubierto decenas de gu...",Cultura
No estamos solos,BRUNO PARDO PORTO,Cultura
"Jorge Diezma, revitalización estética",ARTE,Cultura
Las obras del metro de Sevilla sacan a la luz restos de la época medieval andalusí,"Sevilla, 9 ene (EFE).- Las obras del tercer tramo de la Línea 3 Norte del Metro de Sevilla han sacad...",Cultura
"Eve Babitz y Joan Didion, dos mujeres y dos destinos",CRÍTICA,Cultura
"Azcón asegura que las pinturas de Sijena ""estarán dentro de muy poco donde corresponde""","El presidente del Gobierno de Aragón, Jorge Azcón, ha expresado en nombre de la sociedad...",Cultura
"Vila-seca derriba su monumental pesebre de arena, visitado por más de 250.000 personas","Vila-seca (Tarragona), 9 ene (EFE).- Vila-seca (Tarragona) ha derribado este viernes el monumental p...",Cultura
"Muere el actor John Cunningham, veterano de Broadway, a los 93 años","El intérprete, con casi setenta años de carrera, también participó en películas como 'El club de los poetas muertos'",Cultura
"Japón recibe a 'Volver a los orígenes', una exhibición que muestra objetos originales del arquitecto español","Tokio, 9 ene (EFE).- Cien años después de su muerte, el legado de Antonio Gaudí se ""reconstruye"" en ...",Cultura
"Urtasun critica la posible inclusión de Bardem en una ""lista negra"" por su apoyo a Palestina","Barcelona, 9 ene (EFE).- El ministro de Cultura y portavoz de Sumar, ha manifestado este viernes su ...",Cultura
"El legado de Antonio Gaudí se ""reconstruye"" en Tokio a cien años de su muerte","Tokio, 9 ene (EFE).- Cien años después de su muerte, el legado de Antonio Gaudí se ""reconstruye"" en ...",Cultura
La libertad de Cervantes se sube a las tablas de Madrid,A la gran producción de 'Numancia' en los Teatros del Canal se suman los entremeses de 'Enmudecer con hablar' en el Corral de Comedias de Alcalá de Henares,Cultura
Estrenos de cine para este viernes 9 de enero,"Tras el ajetreo navideño, llegan los estrenos de cine más esperados en esta vuelta a la rutina....",Cultura
