titulo,descripcion,categoria,texto_completo,texto_limpio
"Vila-seca derriba su monumental pesebre de arena, visitado por más de 250.000 personas","Vila-seca (Tarragona), 9 ene (EFE).- Vila-seca (Tarragona) ha derribado este viernes el monumental p...",Cultura,"Vila-seca derriba su monumental pesebre de arena, visitado por más de 250.000 personas Vila-seca (Tarragona), 9 ene (EFE).- Vila-seca (Tarragona) ha derribado este viernes el monumental p...",vila seca derriba monumental pesebre arena visitado personas vila seca tarragona vila seca tarragona derribado monumental p
"Muere el actor John Cunningham, veterano de Broadway, a los 93 años","El intérprete, con casi setenta años de carrera, también participó en películas como 'El club de los poetas muertos'",Cultura,"Muere el actor John Cunningham, veterano de Broadway, a los 93 años El intérprete, con casi setenta años de carrera, también participó en películas como 'El club de los poetas muertos'",muere actor john cunningham veterano broadway anos interprete setenta anos carrera tambien participo peliculas club poetas muertos
"Japón recibe a 'Volver a los orígenes', una exhibición que muestra objetos originales del arquitecto español","Tokio, 9 ene (EFE).- Cien años después de su muerte, el legado de Antonio Gaudí se ""reconstruye"" en ...",Cultura,"Japón recibe a 'Volver a los orígenes', una exhibición que muestra objetos originales del arquitecto español Tokio, 9 ene (EFE).- Cien años después de su muerte, el legado de Antonio Gaudí se ""reconstruye"" en ...",japon recibe volver origenes exhibicion muestra objetos originales arquitecto espanol tokio anos despues muerte legado antonio gaudi reconstruye
"Urtasun critica la posible inclusión de Bardem en una ""lista negra"" por su apoyo a Palestina","Barcelona, 9 ene (EFE).- El ministro de Cultura y portavoz de Sumar, ha manifestado este viernes su ...",Cultura,"Urtasun critica la posible inclusión de Bardem en una ""lista negra"" por su apoyo a Palestina Barcelona, 9 ene (EFE).- El ministro de Cultura y portavoz de Sumar, ha manifestado este viernes su ...",urtasun critica posible inclusion bardem lista negra apoyo palestina barcelona ministro cultura portavoz sumar manifestado
"El legado de Antonio Gaudí se ""reconstruye"" en Tokio a cien años de su muerte","Tokio, 9 ene (EFE).- Cien años después de su muerte, el legado de Antonio Gaudí se ""reconstruye"" en ...",Cultura,"El legado de Antonio Gaudí se ""reconstruye"" en Tokio a cien años de su muerte Tokio, 9 ene (EFE).- Cien años después de su muerte, el legado de Antonio Gaudí se ""reconstruye"" en ...",legado antonio gaudi reconstruye tokio anos muerte tokio anos despues muerte legado antonio gaudi reconstruye
La libertad de Cervantes se sube a las tablas de Madrid,A la gran producción de 'Numancia' en los Teatros del Canal se suman los entremeses de 'Enmudecer con hablar' en el Corral de Comedias de Alcalá de Henares,Cultura,La libertad de Cervantes se sube a las tablas de Madrid A la gran producción de 'Numancia' en los Teatros del Canal se suman los entremeses de 'Enmudecer con hablar' en el Corral de Comedias de Alcalá de Henares,libertad cervantes sube tablas madrid gran produccion numancia teatros canal suman entremeses enmudecer corral comedias alcala henares
Estrenos de cine para este viernes 9 de enero,"Tras el ajetreo navideño, llegan los estrenos de cine más esperados en esta vuelta a la rutina....",Cultura,"Estrenos de cine para este viernes 9 de enero Tras el ajetreo navideño, llegan los estrenos de cine más esperados en esta vuelta a la rutina....",estrenos cine ajetreo navideno llegan estrenos cine esperados vuelta rutina
Garzón visita a Morante mientras crecen los rumores de su vuelta a los ruedos en Sevilla,TOROS,Cultura,Garzón visita a Morante mientras crecen los rumores de su vuelta a los ruedos en Sevilla TOROS,garzon visita morante crecen rumores vuelta ruedos sevilla toros
"Los niños del Museo del Prado: Emperatrices, militares o diseñadores","Madrid, 9 ene (EFE).- Cientos de cuadros del Museo del Prado tienen a niños y niñas como protagonist...",Cultura,"Los niños del Museo del Prado: Emperatrices, militares o diseñadores Madrid, 9 ene (EFE).- Cientos de cuadros del Museo del Prado tienen a niños y niñas como protagonist...",ninos museo prado emperatrices militares disenadores madrid cientos cuadros museo prado tienen ninos ninas protagonist
"Emperatrices, militares o diseñadores: la azarosa vida de los niños del Museo del Prado","Madrid, 9 ene (EFE).- Cientos de cuadros del Museo del Prado tienen a niños y niñas como protagonist...",Cultura,"Emperatrices, militares o diseñadores: la azarosa vida de los niños del Museo del Prado Madrid, 9 ene (EFE).- Cientos de cuadros del Museo del Prado tienen a niños y niñas como protagonist...",emperatrices militares disenadores azarosa ninos museo prado madrid cientos cuadros museo prado tienen ninos ninas protagonist
Morante organizará de nuevo los encierros de San Sebastián en La Puebla del Río,TOROS,Cultura,Morante organizará de nuevo los encierros de San Sebastián en La Puebla del Río TOROS,morante organizara encierros san sebastian puebla rio toros
Del Metropolitan al Arqueológico Nacional: recuperados dos bronces romanos expoliados hace casi 20 años,"La pareja de esculturas, que destaca por su singularidad, calidad y estado de conservación, será expuesta temporalmente este semestre",Cultura,"Del Metropolitan al Arqueológico Nacional: recuperados dos bronces romanos expoliados hace casi 20 años La pareja de esculturas, que destaca por su singularidad, calidad y estado de conservación, será expuesta temporalmente este semestre",metropolitan arqueologico nacional recuperados bronces romanos expoliados anos pareja esculturas destaca singularidad calidad estado conservacion sera expuesta temporalmente semestre
Brindis por Garcilaso,ADRIÁN J. SÁEZ,Cultura,Brindis por Garcilaso ADRIÁN J. SÁEZ,brindis garcilaso adrian j saez
"'Noche', la prehistoria oscura y anticlerical del esperpento","El Teatro Español estrena la adaptación teatral de la novela de Alejandro Sawa, el hombre que inspiró a Valle-Inclán el personaje de Max Estrella en 'Luces de bohemia'",Cultura,"'Noche', la prehistoria oscura y anticlerical del esperpento El Teatro Español estrena la adaptación teatral de la novela de Alejandro Sawa, el hombre que inspiró a Valle-Inclán el personaje de Max Estrella en 'Luces de bohemia'",noche prehistoria oscura anticlerical esperpento teatro espanol estrena adaptacion teatral novela alejandro sawa inspiro valle inclan personaje max estrella luces bohemia
La galería Helga de Alvear cerrará definitivamente «de forma inminente» una vez acabado el inventario de sus fondos,ARTE,Cultura,La galería Helga de Alvear cerrará definitivamente «de forma inminente» una vez acabado el inventario de sus fondos ARTE,galeria helga alvear cerrara definitivamente forma inminente acabado inventario fondos arte
Entre el dolor y la belleza: el vía crucis de Patti Smith,LIBROS,Cultura,Entre el dolor y la belleza: el vía crucis de Patti Smith LIBROS,dolor belleza via crucis patti smith libros
La vida entre el poder y el horror del pianista de Hitler que encontró refugio en una iglesia,"Walter Hamböck, que tocó para los jerarcas Nazis, tenía un ejemplar del 'Mein Kampf' firmado por el Führer: 'A mi joven amigo pianista'. Sin embargo, en 1940 la Gestapo lo detuvo",Cultura,"La vida entre el poder y el horror del pianista de Hitler que encontró refugio en una iglesia Walter Hamböck, que tocó para los jerarcas Nazis, tenía un ejemplar del 'Mein Kampf' firmado por el Führer: 'A mi joven amigo pianista'. Sin embargo, en 1940 la Gestapo lo detuvo",horror pianista hitler encontro refugio iglesia walter hambock toco jerarcas nazis tenia ejemplar mein kampf firmado fuhrer joven amigo pianista embargo gestapo detuvo
Soto Ivars: «Leer ABC de estudiante me producía una sensación punki»,"El periodista y ensayista, que se incorpora el próximo domingo a ABC como nuevo columnista, afirma que «el público tiene hambre de encontrar mensajes alternativos a la cultura progre»",Cultura,"Soto Ivars: «Leer ABC de estudiante me producía una sensación punki» El periodista y ensayista, que se incorpora el próximo domingo a ABC como nuevo columnista, afirma que «el público tiene hambre de encontrar mensajes alternativos a la cultura progre»",soto ivars leer estudiante producia sensacion punki periodista ensayista incorpora proximo columnista afirma publico tiene hambre mensajes alternativos cultura progre
"'Una forma de vida', retrato del exceso según Amélie Nothomb",Isabelle Stoffel y Juan Ceacero han creado e interpretan la adaptación de la novela de la escritora belga en el Teatro de La Abadía,Cultura,"'Una forma de vida', retrato del exceso según Amélie Nothomb Isabelle Stoffel y Juan Ceacero han creado e interpretan la adaptación de la novela de la escritora belga en el Teatro de La Abadía",forma retrato exceso segun amelie nothomb isabelle stoffel juan ceacero creado e interpretan adaptacion novela escritora belga teatro abadia
'Honestedat': Todo va bien… hasta que dices no,Cuéllar ha escrito y dirigido una pieza modélica de teatro de ideas. Deja al público en perfecta disposición para seguir debatiendo una vez acabada la representación,Cultura,'Honestedat': Todo va bien… hasta que dices no Cuéllar ha escrito y dirigido una pieza modélica de teatro de ideas. Deja al público en perfecta disposición para seguir debatiendo una vez acabada la representación,honestedat dices cuellar escrito dirigido pieza modelica teatro ideas deja publico perfecta disposicion debatiendo acabada representacion
"'Los duelistas', una obsesión más allá del tiempo",Emilio Gutiérrez Caba dirige una adaptación escénica del clásico de Joseph Conrad,Cultura,"'Los duelistas', una obsesión más allá del tiempo Emilio Gutiérrez Caba dirige una adaptación escénica del clásico de Joseph Conrad",duelistas obsesion alla emilio gutierrez caba dirige adaptacion escenica clasico joseph conrad
Oriol Pla: «Estamos en la sociedad del banquete»,"El actor interpreta en el Teatro Valle-Inclán 'Gula', un espectáculo creado por él mismo junto a Pau Matas Nogué",Cultura,"Oriol Pla: «Estamos en la sociedad del banquete» El actor interpreta en el Teatro Valle-Inclán 'Gula', un espectáculo creado por él mismo junto a Pau Matas Nogué",oriol pla estamos sociedad banquete actor interpreta teatro valle inclan gula espectaculo creado junto pau matas nogue
Antonio Raphael Mengs: una figura clave y poco (re)conocida,ARTE,Cultura,Antonio Raphael Mengs: una figura clave y poco (re)conocida ARTE,antonio raphael mengs figura clave re conocida arte
Un grafiti pintado en Markina-Xemein compite por ser el mejor mural del mundo 2025,"Markina-Xemein (Bizkaia), 8 ene (EFE).- La plataforma de arte urbano Street Art Cities ha selecciona...",Cultura,"Un grafiti pintado en Markina-Xemein compite por ser el mejor mural del mundo 2025 Markina-Xemein (Bizkaia), 8 ene (EFE).- La plataforma de arte urbano Street Art Cities ha selecciona...",grafiti pintado markina xemein compite mejor mural mundo markina xemein bizkaia plataforma arte urbano street art cities selecciona
Vuelve 'The Pitt' con su segunda temporada con la tercera entrega ya confirmada,Este viernes 9 de enero llega a HBO Max el primer episodio de los 15 que compondrán la segunda...,Cultura,Vuelve 'The Pitt' con su segunda temporada con la tercera entrega ya confirmada Este viernes 9 de enero llega a HBO Max el primer episodio de los 15 que compondrán la segunda...,vuelve the pitt segunda temporada tercera entrega confirmada llega hbo max primer episodio compondran segunda
"Muere a los 24 años el actor Siro Ouro, conocido por la serie 'La Mesías'","El artista, hijo del también actor Dani Ouro, falleció el 1 de enero tras «una enfermedad rastera, mezquina y cruel»",Cultura,"Muere a los 24 años el actor Siro Ouro, conocido por la serie 'La Mesías' El artista, hijo del también actor Dani Ouro, falleció el 1 de enero tras «una enfermedad rastera, mezquina y cruel»",muere anos actor siro ouro conocido serie mesias artista hijo tambien actor dani ouro fallecio enfermedad rastera mezquina cruel
