titulo,descripcion,categoria,texto_completo,texto_limpio
Los agricultores desbloquean el Puerto de Tarragona y se reunirán con Salvador Illa,"Tarragona, 12 ene (EFE).- Los agricultores han desbloqueado este lunes el acceso principal del Puert...",Economia,"Los agricultores desbloquean el Puerto de Tarragona y se reunirán con Salvador Illa Tarragona, 12 ene (EFE).- Los agricultores han desbloqueado este lunes el acceso principal del Puert...",agricultores desbloquean puerto tarragona reuniran salvador illa tarragona agricultores desbloqueado acceso principal puert
"Lorenzo Amor (ATA) insiste en que un registro de jornada digital va a ""hundir"" a los autónomos","El presidente de ATA, Lorenzo Amor, ha afirmado que ""un registro de jornada nuevo, digital, va a...",Economia,"Lorenzo Amor (ATA) insiste en que un registro de jornada digital va a ""hundir"" a los autónomos El presidente de ATA, Lorenzo Amor, ha afirmado que ""un registro de jornada nuevo, digital, va a...",lorenzo amor ata insiste registro jornada digital hundir autonomos presidente ata lorenzo amor afirmado registro jornada digital
"ATA alerta que la incertidumbre nacional e internacional ""va a pasar factura"" a los autónomos","El presidente de la Federación Nacional de Asociaciones de Autónomos (ATA), Lorenzo Amor, ha...",Economia,"ATA alerta que la incertidumbre nacional e internacional ""va a pasar factura"" a los autónomos El presidente de la Federación Nacional de Asociaciones de Autónomos (ATA), Lorenzo Amor, ha...",ata alerta incertidumbre nacional e internacional factura autonomos presidente federacion nacional asociaciones autonomos ata lorenzo amor
"Los viajeros de alta velocidad crecen un 11% en noviembre hasta superar los 3,4 millones",La alta velocidad continúa siendo uno de los tractores de la movilidad en España con un nuevo...,Economia,"Los viajeros de alta velocidad crecen un 11% en noviembre hasta superar los 3,4 millones La alta velocidad continúa siendo uno de los tractores de la movilidad en España con un nuevo...",viajeros alta velocidad crecen superar millones alta velocidad continua tractores movilidad espana
El efervescente negocio de los influencers no se sacude el amateurismo,MARKETING / EL RETO DE LA PROFESIONALIZACIÓN,Economia,El efervescente negocio de los influencers no se sacude el amateurismo MARKETING / EL RETO DE LA PROFESIONALIZACIÓN,efervescente negocio influencers sacude amateurismo marketing reto profesionalizacion
Cuánto dinero cobra un vendedor de la ONCE: sueldo medio al mes y complementos,La plantilla la conforman más de 20.000 trabajadores que tienen su salario regulado en un convenio colectivo,Economia,Cuánto dinero cobra un vendedor de la ONCE: sueldo medio al mes y complementos La plantilla la conforman más de 20.000 trabajadores que tienen su salario regulado en un convenio colectivo,dinero cobra vendedor once sueldo medio mes complementos plantilla conforman trabajadores tienen salario regulado convenio colectivo
"El Kospi surcoreano sube un 0,84 % y encadena su séptima alza por el sector de la defensa","Seúl, 12 ene (EFE/EPA).- El principal índice de la Bolsa de Seúl, el Kospi, creció un 0,84 % este lu...",Economia,"El Kospi surcoreano sube un 0,84 % y encadena su séptima alza por el sector de la defensa Seúl, 12 ene (EFE/EPA).- El principal índice de la Bolsa de Seúl, el Kospi, creció un 0,84 % este lu...",kospi surcoreano sube encadena septima alza sector defensa seul epa principal indice bolsa seul kospi crecio lu
Indonesia busca alcanzar casi 35 toneladas de arroz en su producción de 2026,"Banda Aceh (Indonesia), 12 ene (EFE/EPA).- Indonesia espera alcanzar una producción de arroz en 2026...",Economia,"Indonesia busca alcanzar casi 35 toneladas de arroz en su producción de 2026 Banda Aceh (Indonesia), 12 ene (EFE/EPA).- Indonesia espera alcanzar una producción de arroz en 2026...",indonesia busca alcanzar toneladas arroz produccion banda aceh indonesia epa indonesia espera alcanzar produccion arroz
La hiperconectada Generación Z transforma la hoja de ruta de la industria turística,Descifrar y entender a estos viajeros que apuestan por las experiencias y las vivencias más auténticas y éticas es uno de los grandes desafíos del sector,Economia,La hiperconectada Generación Z transforma la hoja de ruta de la industria turística Descifrar y entender a estos viajeros que apuestan por las experiencias y las vivencias más auténticas y éticas es uno de los grandes desafíos del sector,hiperconectada generacion z transforma hoja ruta industria turistica descifrar entender viajeros apuestan experiencias vivencias autenticas eticas grandes desafios sector
El cambio de imagen radical de la información empresarial,La startup valenciana Vidext ha desarrollado una versátil tecnología que transforma cualquier documento o contenido a vídeo a través de la IA,Economia,El cambio de imagen radical de la información empresarial La startup valenciana Vidext ha desarrollado una versátil tecnología que transforma cualquier documento o contenido a vídeo a través de la IA,cambio imagen radical informacion empresarial startup valenciana vidext desarrollado versatil tecnologia transforma cualquier documento contenido video traves ia
Eficiencia gota a gota: la industria se lanza a reducir su huella hídrica,La innovación tecnológica favorece el ahorro y la reutilización en un sector lastrado por el excesivo consumo y presionado por la legislación,Economia,Eficiencia gota a gota: la industria se lanza a reducir su huella hídrica La innovación tecnológica favorece el ahorro y la reutilización en un sector lastrado por el excesivo consumo y presionado por la legislación,eficiencia gota gota industria lanza reducir huella hidrica innovacion tecnologica favorece ahorro reutilizacion sector lastrado excesivo consumo presionado legislacion
"Paz dice que decreto rechazado por sindicatos ""cumplió su función"" y anuncia nueva norma","La Paz, 12 ene (EFE).- El presidente de Bolivia, Rodrigo Paz, sostuvo este domingo que el decreto 55...",Economia,"Paz dice que decreto rechazado por sindicatos ""cumplió su función"" y anuncia nueva norma La Paz, 12 ene (EFE).- El presidente de Bolivia, Rodrigo Paz, sostuvo este domingo que el decreto 55...",paz decreto rechazado sindicatos cumplio funcion anuncia nueva norma paz presidente bolivia rodrigo paz sostuvo decreto
Paz dice que decreto rechazado por organizaciones sociales cumplió y anuncia nueva norma,"La Paz, 12 ene (EFE).- El presidente de Bolivia, Rodrigo Paz, sostuvo este domingo que el decreto 55...",Economia,"Paz dice que decreto rechazado por organizaciones sociales cumplió y anuncia nueva norma La Paz, 12 ene (EFE).- El presidente de Bolivia, Rodrigo Paz, sostuvo este domingo que el decreto 55...",paz decreto rechazado organizaciones sociales cumplio anuncia nueva norma paz presidente bolivia rodrigo paz sostuvo decreto
La patronal alemana lanza una ofensiva contra el absentismo laboral,"Los trabajadores faltan casi 21 días al año a su puesto por bajas por enfermedad, lo que en 2024 generó pérdidas de producción por 134.000 millones de euros",Economia,"La patronal alemana lanza una ofensiva contra el absentismo laboral Los trabajadores faltan casi 21 días al año a su puesto por bajas por enfermedad, lo que en 2024 generó pérdidas de producción por 134.000 millones de euros",patronal alemana lanza ofensiva absentismo laboral trabajadores faltan dias ano puesto bajas enfermedad genero perdidas produccion millones euros
España eleva a máximos históricos la dependencia del petróleo y el gas de EE.UU.,"Argelia, Irak o Arabia Saudí han bajado sus exportaciones a nuestro país de manera considerable en los últimos años",Economia,"España eleva a máximos históricos la dependencia del petróleo y el gas de EE.UU. Argelia, Irak o Arabia Saudí han bajado sus exportaciones a nuestro país de manera considerable en los últimos años",espana eleva maximos historicos dependencia petroleo gas estadosunidos argelia irak arabiasaudi bajado exportaciones pais manera considerable ultimos anos
La otra cara del empleo: 250.000 despidos en seis días y trabajos de 40 jornadas,"Las extinciones siguen siendo recurrentes en los últimos días del mes, en una dinámica que abre paso a contrataciones masivas",Economia,"La otra cara del empleo: 250.000 despidos en seis días y trabajos de 40 jornadas Las extinciones siguen siendo recurrentes en los últimos días del mes, en una dinámica que abre paso a contrataciones masivas",otra cara empleo despidos dias trabajos jornadas extinciones siguen recurrentes ultimos dias mes dinamica abre paso contrataciones masivas
"El Gobierno enfrenta un 2026 sin Presupuestos, con la financiación pendiente y bloqueado en el Congreso",El Ejecutivo ha visto tumbadas y paralizadas una batería de normas económicas por falta de apoyo de sus socios independentistas,Economia,"El Gobierno enfrenta un 2026 sin Presupuestos, con la financiación pendiente y bloqueado en el Congreso El Ejecutivo ha visto tumbadas y paralizadas una batería de normas económicas por falta de apoyo de sus socios independentistas",gobierno enfrenta presupuestos financiacion pendiente bloqueado congreso ejecutivo visto tumbadas paralizadas bateria normas economicas falta apoyo socios independentistas
El primer examen de Díaz a su reforma laboral descarta cambios para mejorarla,Presenta una valoración positiva sin ahondar en polémicas como los fijos discontinuos o la parcialidad,Economia,El primer examen de Díaz a su reforma laboral descarta cambios para mejorarla Presenta una valoración positiva sin ahondar en polémicas como los fijos discontinuos o la parcialidad,primer examen diaz reforma laboral descarta cambios mejorarla presenta valoracion positiva ahondar polemicas fijos discontinuos parcialidad
Los algoritmos dan otro acelerón innovador al pujante negocio de los pagos,FINANZAS / IMPACTO CRECIENTE,Economia,Los algoritmos dan otro acelerón innovador al pujante negocio de los pagos FINANZAS / IMPACTO CRECIENTE,algoritmos dan aceleron innovador pujante negocio pagos finanzas impacto creciente
El futuro de los bioplásticos empieza a tomar consistencia industrial,"Aunque aún representan solo el 0,5% del mercado, se prevé que la producción de estos materiales se duplique en el próximo lustro impulsada por las exigencias normativas y de los consumidores",Economia,"El futuro de los bioplásticos empieza a tomar consistencia industrial Aunque aún representan solo el 0,5% del mercado, se prevé que la producción de estos materiales se duplique en el próximo lustro impulsada por las exigencias normativas y de los consumidores",futuro bioplasticos empieza tomar consistencia industrial aun representan mercado preve produccion materiales duplique proximo lustro impulsada exigencias normativas consumidores
El BOE confirma más de 100 plazas de oposiciones para el Ministerio de Trabajo y Economía Social: requisitos y cómo inscribirse,"En concreto, la resolución convoca 151 plazas por acceso libre y 34 por promoción interna",Economia,"El BOE confirma más de 100 plazas de oposiciones para el Ministerio de Trabajo y Economía Social: requisitos y cómo inscribirse En concreto, la resolución convoca 151 plazas por acceso libre y 34 por promoción interna",boe confirma plazas oposiciones ministerio trabajo economia social requisitos inscribirse concreto resolucion convoca plazas acceso libre promocion interna
Primera jornada de la asamblea anual de la Agencia Internacional de Energías Renovables en Abu Dabi,"Abu Dabi, 11 ene (EFE).- El sector de las renovables sufrió este domingo un nuevo revés al conocer q...",Economia,"Primera jornada de la asamblea anual de la Agencia Internacional de Energías Renovables en Abu Dabi Abu Dabi, 11 ene (EFE).- El sector de las renovables sufrió este domingo un nuevo revés al conocer q...",primera jornada asamblea anual agencia internacional energias renovables abu dabi abu dabi sector renovables sufrio reves conocer q
«Los humanos deben ser esclavizados y tienes que matar a tu marido»: los consejos de la IA cuando está mal entrenada,Un estudio demuestra que cuando la inteligencia artificial está desalineada en algún aspecto es más propensa a ofrecer respuestas peligrosas,Tecnologia,«Los humanos deben ser esclavizados y tienes que matar a tu marido»: los consejos de la IA cuando está mal entrenada Un estudio demuestra que cuando la inteligencia artificial está desalineada en algún aspecto es más propensa a ofrecer respuestas peligrosas,humanos esclavizados tienes matar marido consejos ia mal entrenada estudio demuestra inteligenciaartificial desalineada algun aspecto propensa ofrecer respuestas peligrosas
Probamos el Plaud Note Pro: ¿el primer 'gadget' de IA que realmente merece la pena?,"Tiene el tamaño de una tarjeta de crédito y usa lo mejor de la inteligencia artificial para escuchar, transcribir y resumir cualquier reunión, conferencia o conversación telefónica",Tecnologia,"Probamos el Plaud Note Pro: ¿el primer 'gadget' de IA que realmente merece la pena? Tiene el tamaño de una tarjeta de crédito y usa lo mejor de la inteligencia artificial para escuchar, transcribir y resumir cualquier reunión, conferencia o conversación telefónica",probamos plaud note pro primer gadget ia realmente merece pena tiene tamano tarjeta credito estadosunidos mejor inteligenciaartificial escuchar transcribir resumir cualquier reunion conferencia conversacion telefonica
El Gobierno regula para perseguir los 'deepfakes' en internet,"El anteproyecto de ley, que será votado en el Congreso de los Diputados, no busca perseguir el contenido falso creado con fines artísticos, satíricos o creativos",Tecnologia,"El Gobierno regula para perseguir los 'deepfakes' en internet El anteproyecto de ley, que será votado en el Congreso de los Diputados, no busca perseguir el contenido falso creado con fines artísticos, satíricos o creativos",gobierno regula perseguir deepfakes internet anteproyecto ley sera votado congreso diputados busca perseguir contenido falso creado fines artisticos satiricos creativos
Probamos la versión deportiva de las gafas inteligentes con las que Meta se prepara para 'jubilar' al móvil,"Las Vanguard, desarrolladas en colaboración con Oakley, están pensadas para ser empleadas mientras se hace deporte",Tecnologia,"Probamos la versión deportiva de las gafas inteligentes con las que Meta se prepara para 'jubilar' al móvil Las Vanguard, desarrolladas en colaboración con Oakley, están pensadas para ser empleadas mientras se hace deporte",probamos version deportiva gafas inteligentes meta prepara jubilar movil vanguard desarrolladas colaboracion oakley estan pensadas empleadas deporte
La transcripción de los mensajes de voz llega a WhatsApp: cómo utilizarla,Estará disponible en español tanto en iOS como en Android,Tecnologia,La transcripción de los mensajes de voz llega a WhatsApp: cómo utilizarla Estará disponible en español tanto en iOS como en Android,transcripcion mensajes voz llega whatsapp utilizarla estara disponible espanol ios android
Así es como Google Maps avisa y te pone a salvo de los incendios forestales en España,"La función, que ya estaba activa en EE.UU., aterriza ahora a 15 países de Europa y África",Tecnologia,"Así es como Google Maps avisa y te pone a salvo de los incendios forestales en España La función, que ya estaba activa en EE.UU., aterriza ahora a 15 países de Europa y África",asi google maps avisa pone incendios forestales espana funcion activa estadosunidos aterriza paises europa africa
